Notes,MRI,Health Insurance facility code,Contracted with VSS? (1=yes; 2=no),Official decision to set up facility,Technical class ,Facility level (Trung ương=central; tỉnh=provincial; huyện=district),Facility name-VN,Name_English,Facility type-VN,Type_name,hospital or other type of facility Hospital=1,1=general; 2=specialist,Chuyên khoa (specialty),Ngành (sector if not under MOH),Tên doanh nghiệp (company name if private hospital),"Tuyenkythuat_Facility_level 
(1: National; 2: Provincial; 3: District; 4: Commune,5: sectoral (if not clear under Bộ or Sở), 6: regional polyclinic,7:Training establishment hospital)",Sectoral (1:health sector; 2:other sector;3:private sector),Public_private (1:public; 2: private; 3: enterprise),"main_secondary_location (1: main facility; 2: secondary facility=co so 2, 3...)",Province_GSO_id,pro_name_v,pro_name_e,District_GSO_id,dis_name_v,dis_name_e,Island district,com_name_v,com_name_e,address,longitude,latitude,phone,fax,hyperlink,email,Date_updated,collector,subtype,level,economic_t,level_id,date_colle,HI_ID,OWNER,NAME,RANGE,HOS_LEVEL,TYPE,Name_HI,District_H,Range_HI,HOS_Level_,Address_HI,NOTE,F_VG,OBJECTID_1
,1,01007,1,246/QD-TTg-2014,1,trung ương,Bệnh viện E ,E Hospital ,bệnh viện đa khoa trung ương,Central general hospital,1,1,,,,1,1,1,1,1,Hà Nội,Ha Noi,5,Quận Cầu Giấy,Cau Giay District,,Phường Nghĩa Tân,Nghia Tan Ward,"89 Trần Cung, Nghĩa Tân, Cau Giấy, Hà Nội, Vietnam",105.789755,21.050566,(024) 3754 3650,(024) 3756 1351,http://www.ehospital.vn/,,,vietgis,ST12,L1,E1,1,30.12.2015,1007,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN  E,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien E,5,1,1,"Phố Trần Cung, Nghĩa Tân, Cau Giấy",BV,0,407
,1,01934,1,,1,,Bệnh viện Đại học Y Hà Nội,Hanoi Medical University Hospital,bệnh viện đại học/học viện/cao đẳng,University/academy/college hospital,1,1,,,,7,1,1,1,1,Hà Nội,Ha Noi,6,Quận Đống Đa,Dong Da District,,Phường Trung Tự,Trung Tu Ward,"1 Tôn Thất Tùng, Tôn Thất Tùng, Phường Trung Tự, Quận Đống Da, Hà Nội",105.829892,21.002442,(024) 6291 3575,,www.benhviendhyhanoi.com.vn,,,vietgis,ST22,L2,E1,2,30.12.2015,1934,HÀ NỘI,BỆNH VIỆN ĐẠI HỌC Y HÀ NỘI,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien Dai hoc y  Ha Noi,0,2,2,"2 Tôn Thất Tùng, Quận Đống Da",BV,0,361
,1,01001,1,246/QD-TTg-2014,1,trung ương,Bệnh viện Hữu Nghị (tại Hà Nội),Friendship Hospital (Central),bệnh viện đa khoa trung ương,Central general hospital,1,1,,,,1,1,1,1,1,Hà Nội,Ha Noi,7,Quận Hai Bà Trưng,Hai Ba Trung District,,Phường Bach Dang,Bach Dang Ward,"Số 1 Trần Khánh Dư, Hai Bà Trưng, Hà Nội",105.861999,21.015108,(024) 3972 2231,(024) 3972 2232,http://huunghihospital.vn/,bvhn@benhvienhuunghi.vn,,vietgis,ST12,L1,E1,1,30.12.2015,1001,,,,,,,0,0,0,,,0,618
,1,01901,1,246/QĐ-TTg/2014,Đặc biệt,,Bệnh viện Hữu nghị Việt Đức (CS1 Hà Nội),Viet Duc (University) Hospital (CS1,bệnh viện chuyên khoa trung ương,Central specialized hospital,1,2,NGOAI,,,1,1,1,1,1,Hà Nội,Ha Noi,2,Quận Hoàn Kiếm,Hoan Kiem District,,Phường Hàng Bông,Hang Bong Ward,"40 Tràng Thi, P. Hàng Bông, Q. Hoàn Kiếm, Hà Nội",105.845353,21.029563,(024) 3825 3531 ,(024) 3824 8308,http://www.vietduchospital.edu.vn/; http://benhvienvietduc.org/,,,vietgis,ST12,L1,E1,1,30.12.2015,1901,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN HỮU NGHỊ VIỆT ĐỨC,Bộ Y tế,Hạng đặc biệt,Benh vien chuYen khoa,Benh vien Hữu nghị Viet Đức,0,1,1,"40 Tràng Thi, Hoàn Kiếm",BV,0,391
,1,01161,1,,1,tỉnh,Bệnh viện đa khoa quốc tế Vinmec (CS Times City),Vinmec International General Hospital-Times City,bệnh viện đa khoa tư nhân,Private general hospital,1,1,,,Vingroup,,3,2,1,1,Hà Nội,Ha Noi,7,Quận Hai Bà Trưng,Hai Ba Trung District,,Phường Vinh Tuy,Vinh Tuy Ward,"458 Minh Khai, Minh Khai, Phường Vinh Tuy, Quận Hai Bà Trưng, Hà Nội",105.866392,20.996306,(024) 3974 3556,,https://www.vinmec.com/vi/,,,vietgis,ST22,L2,E1,5,31.12.2015,,,Benh vien Da khoa Quoc tế Vimec,,,Private Hospital,,0,0,0,,,0,0
,1,01925,1,246/QĐ-TTg/2014,1,,Bệnh viện Lão khoa Trung ương,National Geriatric Hospital,bệnh viện chuyên khoa trung ương,Central specialized hospital,1,2,LAOKHOA,,,1,1,1,1,1,Hà Nội,Ha Noi,6,Quận Đống Đa,Dong Da District,,Phường Phường Mai,Phuong Mai Ward,"Số 1A, Phuong Mai, Đống Da, Hà Nội",105.837655,21.004658,(024) 3576 0750,(024) 3576 0750,http://benhvienlaokhoa.vn/,laokhoatrunguong@gmail.com,,vietgis,ST13,L1,E1,1,30.12.2015,1925,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN LÃO KHOA TRUNG ƯƠNG,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien Lão khoa TW,6,1,1,"1a Phuong Mai, Đống Da",BV,0,367
,1,10061,1, 3104/QĐ-UBND (2012); 112/2016/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa tỉnh Lào Cai  (sáp nhập 2 bệnh viện Đa khoa số I và Đa khoa số II của tỉnh),Lao Cai Provincial General Hospital (merged Lao Cai General Hospitals 1 and 2),bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,10,Lào Cai,Lao Cai,80,Thành phố Lào Cai,Lao Cai City,,Phường Bình Minh,Binh Minh Ward,"Đường Chiềng On ( B8 ) - P.Bình Minh - TP.Lào CaiHàm Nghi, Phường Kim Tân, thành phố Lào Cai, Lào Cai",104.031531,22.437161,969831414,(0214) 3842343,https://bvdklaocai.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,10061,LÀO CAI,BỆNH VIỆN Da KHOA TỈNH LÀO CAI,Tinh/Thanh pho,Hạng II,Benh vien đa khoa,benh viên đa khoa Tinh Lào cai,1,2,2,"đường Chiềng On, phường Binh Minh, TP.Lào Cai - Tinh Lào Cai",BV,0,817
,1,25001,1,01 /2018/QĐ-UBND,1,tỉnh,Bệnh viện Đa khoa Tỉnh Phú Thọ,Phu Tho Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,25,Phú Thọ,Phu Tho,227,Thành phố Viet Trì,Viet Tri City,,Phường Gia Cẩm,Gia Cam Ward,"Châu Phong, Nguyen Tất Thành, Phường Gia Cẩm, thành phố Viet Trì, Phu Tho",105.394125,21.324572,(0210) 6278888,,http://benhviendakhoatinhphutho.vn/,bvdkphutho@yahoo.com.vn,,vietgis,ST22,L2,E1,2,30.12.2015,25001,PHÚ THỌ,BỆNH VIỆN ĐK TỈNH PHÚ THỌ,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Phu Tho,1,2,1,Phường Tân Dân TP Viet Trì - Tinh Phu Tho,BV,0,470
,1,19010,1,246/QD-TTg-2014,1,trung ương,Bệnh viện Da khoa Trung ương Thái Nguyên,Thai Nguyen Central General Hospital,bệnh viện đa khoa trung ương,Central general hospital,1,1,,,,1,1,1,1,19,Thái Nguyên,Thái Nguyên,164,Thành phố Thái Nguyên,Thai Nguyen City,,Phường Phan Đình Phùng,Phan Dinh Phung,"479 Lương Ngọc Quyến, Phan Đình Phùng, tp. Thai NguYen, Thai NguYen",105.829818,21.587863,(0208) 3855125,(0208) 3851348,http://www.bvdktuthainguyen.gov.vn/,bvdktutn@hn.vnn.vn,,vietgis,ST12,L1,E1,1,30.12.2015,19010,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN Da KHOA TRUNG ƯƠNG THÁI NGUYÊN,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien đa khoa TW Thai NguYen,1,1,1,TP Thai NguYen - Tinh Thai NguYen,BV,0,516
,1,15101,1,37/2016/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa tỉnh Yên Bái,Yen Bai Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,15,Yên Bái,Yen Bai,132,Thành phố Yên Bái,Yen Bai City,,Phường Minh Tân,Minh Tan Ward,"Yen Ninh, Yen Ninh, Phường Minh Tân, thành phố Yen Bái, Yen Bái",104.893305,21.726584,(0216) 3852459,,,,,vietgis,ST22,L2,E1,2,30.12.2015,15101,YÊN BÁI,BỆNH VIỆN ĐK TỈNH YÊN BÁI,Tinh/Thanh pho,Hạng II,Benh vien đa khoa,Benh vien đa khoa Tinh Yen Bái,1,2,2,Phường Minh Tân - TP Yen Bái - Tinh Yen Bái,BV,0,529
,1,24011,1,296/2016/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa tỉnh Bắc Giang,Bac Giang Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,24,Bắc Giang,Bac Giang,213,Thành phố Bắc Giang,Bac Giang,,Phường Le Lợi,Le Loi Ward,"Le Lợi, Phường Le Lợi, thành phố Bắc Giang, Bắc Giang",106.197421,21.273738,(0204) 3854259,(0204) 3828490,http://www.bvdktinhbacgiang.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,24011,BẮC GIANG,BỆNH VIỆN ĐK TỈNH BẮC GIANG,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Bắc Giang,1,2,2,TP Bắc Giang - Tinh Bắc Giang,BV,0,454
,1,26001,1,12/2017/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa tỉnh Vĩnh Phúc,Vinh Phuc Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,26,Vĩnh Phúc,Vinh Phuc,243,Thành phố Vĩnh Yên,Vinh Yen City,,Phường Liên Bảo,Lien Bao Ward,"Bà Triệu, Bà Triệu, Phường Liên Bảo, thành phố Vinh Yen, Vinh Phuc",105.600409,21.318516,(0211) 3861206,,http://dakhoavinhphuc.com/,,,vietgis,ST22,L2,E1,2,30.12.2015,26001,VĨNH PHÚC,BỆNH VIỆN ĐK TỈNH VĨNH PHÚC,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Vinh Phuc,1,2,1,Phường Liên Bảo - Tp Vinh Yen - Tinh Vinh Phuc,BV,0,465
,1,26030,1,12/2017/QĐ-UBND,1,tỉnh,Bệnh viện Đa khoa Khu vực Phúc Yên (tỉnh Vĩnh Phúc),Phuc Yen Regional General Hospital ,bệnh viện đa khoa khu vực,regional general hospital,1,1,,,,2,1,1,1,26,Vĩnh Phúc,Vinh Phuc,244,Thành phố Phúc Yên,Phuc Yen City,,Phường Hùng Vương,Hung Vuong Ward,"Phường Hùng Vương, TP. Phúc Yên, Vĩnh Phúc",105.708509,21.232560,(0211) 3869223,,,,,vietgis,ST22,L2,E1,2,30.12.2015,26030,VĨNH PHÚC,BỆNH VIỆN ĐKKV PHÚC YÊN,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa khu vuc Phuc Yen,2,2,1,Thị xã Phuc Yen-Tinh Vinh Phuc,BV,0,447
,1,31153,1,25/QD-UBND/2018,1,tỉnh,Bệnh viện Hữu Nghị Việt Tiệp (CS1),Viet Tiep Friendship Hospital (CS1),bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,31,Hải Phòng,Hai Phong,305,Quận Lê Chân,Le Chan District,,Phường Cat Dài,Cat Dai Ward,"1 Nhà Thương, Nhà Thương, Phường Cat Dài, Quận Le Chân, Hải Phong",106.671483,20.852451,(0225) 3700436,,,,,vietgis,ST22,L2,E1,2,30.12.2015,31153,HẢI PHÒNG,BỆNH VIỆN HỮU NGHỊ VIỆT TIỆP,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien Hữu nghị Viet Tiệp,3,2,1,1 đường Nhà Th uong - Phường Cat Dài - Quận Le Chân - TP Hải Phong,BV,0,225
,1,22030,1,246/QD-TTg-2014; 1730/QĐ-TTg,1,tỉnh,Bệnh viện Việt Nam Thụy Điển Uông Bí,Uong Bi Vietnam Sweden Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,1,1,1,1,22,Quảng Ninh,Quang Ninh,196,Thành phố Uông Bí,Uong Bi City,,Phường Thanh Sơn,Thanh Sơn Ward,"Đường Tuệ Tĩnh, P. Thanh Sơn, TP. Uông Bí, Quang  Ninh",106.752259,21.041088,(0203) 3854037,(0203) 3854190,http://www.vsh.org.vn/,bvub.qn@gmail.com,,vietgis,ST12,L1,E1,1,30.12.2015,22030,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN VIỆT NAM - Thuy ĐIỂN UÔNG BÍ,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien Viet Nam Thuy Điển - Uông bí,4,1,1,TP. Uông Bí,BV,0,402
,1,22001,1,2856-2016-QD-UBND,1,tỉnh,Bệnh viện đa khoa Tỉnh Quảng Ninh,Quang Ninh Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,22,Quảng Ninh,Quang Ninh,193,Thành phố Hạ Long,Ha Long City,,Phường Trần Hưng Đạo,Tran Hung Dao Ward,"Tuệ Tĩnh, Phường Trần Hưng Đạo, thành phố Hạ Long, Quang  Ninh",107.087449,20.953148,(0203) 3825489,(0203) 3625265,http://benhviendktinhquangninh.vn/,bvdkt_syt@quangninh.gov.vn,,vietgis,ST22,L2,E1,2,30.12.2015,22001,QUẢNG NINH,BỆNH VIỆN ĐK TỈNH QUẢNG NINH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Quang  Ninh,1,2,2,TP. Hạ Long,BV,0,332
,1,34001,1,,1,tỉnh,Bệnh viện đa khoa Tỉnh Thái Bình,Thai Binh Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,34,Thái Bình,Thai Binh,336,Thành phố Thái Bình,Thai Binh City,,Phường Quang Trung,Quang Trung Ward,"530 Lý Bôn, Lý Bôn, Phường Quang Trung, thành phố Thai Binh, Thai Binh",106.338725,20.441910,(0227) 3834281,,http://bvdktinhthaibinh.vn/Portal/,lienhe@bvdktinhthaibinh.com,,vietgis,ST22,L2,E1,2,30.12.2015,34001,THÁI BÌNH,BỆNH VIỆN ĐK TỈNH THÁI BÌNH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Thai Binh,1,2,1,đường Lý Bôn - TP Thai Binh,BV,0,92
,1,30013,1,08/2017/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa Tỉnh Hải Dương,Hai Duong Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,30,Hải Dương,Hai Duong,288,Thành phố Hải Dương,Hai Duong City,,Phường Thanh Binh,Thanh Binh Ward,"225 Nguyen Lương Bằng, Nguyen Lương Bằng, Phường Thanh Binh, thành phố Hải Dương, Hải Dương",106.307451,20.934632,(0220) 3890205,(0220) 3891268,,,,vietgis,ST22,L2,E1,2,30.12.2015,30013,HẢI DƯƠNG,BỆNH VIỆN Da KHOA TỈNH HẢI DƯƠNG,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,BV ĐK Tinh Hải D uong,1,2,2,P. Thanh Binh - TP Hải D uong,BV,0,319
,1,36001,1,29/2017/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa tỉnh Nam Định,Nam Dinh Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,36,Nam Định,Nam Dinh,356,Thành phố Nam Định,Nam Dinh City,,Phường Ngô Quyền,Ngo Quyen Ward,"2 Trần Quoc Toản, Trần Quoc Toản, Phường Ngô Quyền, thành phố Nam Định, Nam Định",106.172407,20.425891,(0228) 3849223,,,,,vietgis,ST22,L2,E1,2,30.12.2015,36001,NAM ĐỊNH,BỆNH VIỆN ĐK TỈNH NAM ĐỊNH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Nam Định,1,2,1,Thanh pho Nam d_nh,BV,0,84
,1,37101,1,36/2017/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa Tỉnh Ninh Bình,Ninh Binh Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,37,Ninh Bình,Ninh Binh,369,Thành phố Ninh Binh,Ninh Binh City,,Phường Nam Thành,Nam Thanh Ward,"Tuệ Tĩnh, Phường Nam Thành, thành phố Ninh Binh, Ninh Binh",105.966064,20.245572,(0229) 3871030,(0229) 3897374,http://benhviendakhoaninhbinh.com.vn/,Banbientapbvnb@gmail.com,,vietgis,ST22,L2,E1,2,30.12.2015,37101,NINH BÌNH,BỆNH VIỆN Da KHOA TỈNH NINH BINH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Ninh Binh,1,2,1,"Phường Nam Thành, Thanh pho.Ninh Binh, Tinh Ninh Binh",BV,0,59
,1,38280,1,,1,tỉnh,Bệnh viện đa khoa Tỉnh Thanh Hóa,"Thanh Hoa Provincial General Hospital
",bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,38,Thanh Hóa,Thanh Hoa,380,Thành phố Thanh Hóa,Thanh Hoa City,,Phường Đông Vệ,Dong Ve Ward,"181 Hải Thượng Lãn Ông, Hải Thượng Lãn Ông, Phường Dong Vệ, thành phố Thanh Hóa, Thanh Hóa",105.771287,19.776167,(0237) 3951467,(0237) 3950325,,,,vietgis,ST22,L2,E1,2,30.12.2015,38280,THANH HOÁ,BỆNH VIỆN ĐK TỈNH THANH HÓA,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh,1,2,1,"181 Hải Thượng Lãn Ông, Phường Dong Vệ TPth",BV,0,22
,1,38289,1,,2,tỉnh,Bệnh viện đa khoa Hợp Lực ,Hop Luc General Hospital,bệnh viện đa khoa tư nhân,Private general hospital,1,1,,,Tổng Công ty CP Hợp Lực,,3,2,1,38,Thanh Hóa,Thanh Hoa,380,Thanh pho Thanh Hóa,Thanh Hoa City,,Phường Đông Thọ,Dong Tho Ward,"595 Nguyen Chí Thanh,  Phường Đông Thọ, thành phố Thanh Hóa, Thanh Hóa",105.777963,19.827937,(0237) 3713713,,,,,vietgis,ST22,L2,E1,2,30.12.2015,38289,THANH HOÁ,BỆNH VIỆN ĐK HỢP LỰC,Ngoài cong lập,Chưa phân hạng,Benh vien đa khoa,Benh vien đa khoa Hợp Lực,1,2,2,595 Nguyen Chí Thanh P Dong Tho TPth,BV,0,32
,1,40001,1,46/2016/QĐ-UBND,1,tỉnh,Bệnh viện Hữu nghị Đa khoa Tỉnh Nghệ An,Nghe An Friendship Hospital (provincial general),bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,40,Nghệ An,Nghe An,412,Thành phố Vinh,Vinh City,,Phường Hưng Dũng,Hung Dung Ward,"138 Nguyen Phong Sắc, Nguyen Phong Sắc, Phường Hưng Dũng, thành phố Vinh, Nghệ An",105.700738,18.685254,(0238) 3844528,(0238) 3844528,http://www.bvnghean.vn/home,info@bvnghean.vn,,vietgis,ST22,L2,E1,2,30.12.2015,40001,NGHỆ AN,BỆNH VIỆN ĐK TỈNH NGHỆ AN,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien hữu nghi đa khoa Tinh Nghe An,1,2,1,TP Vinh - Tinh Nghe An,BV,0,1829
,,42012,1,,1,tỉnh,Bệnh viện đa khoa Tỉnh Hà Tĩnh,Ha Tinh Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,42,Hà Tĩnh,Ha Tinh,436,Thành phố Hà Tĩnh,Ha Tinh City,,Phường Bắc Hà,Bac Ha Ward,"75 Hải Thượng Lãn Ông, Hải Thượng Lãn Ông, Phường Bắc Hà, thành phố Hà Tĩnh, Hà Tĩnh",105.895483,18.343639,(0239) 3855569,(0239) 3856216,http://www.bvdkht.vn/,bvdktinh@hatinh.gov.vn,,vietgis,ST22,L2,E1,2,30.12.2015,42012,HÀ TĨNH,BỆNH VIỆN ĐK TỈNH HÀ TĨNH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh,1,2,1,TP Ha Tinh - Tinh Ha Tinh,BV,0,1809
,,45010,1,44/2016/QĐ-UBND,1,tỉnh,Bệnh viện đa khoa Tỉnh Quảng Trị,Quang Tri Provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,45,Quảng Trị,Quang Tri,461,Thành phố Đông Hà,Dong Ha City,,Phường 5,Ward 5,"83 Le Lợi,Le Lợi, Phường 5, thành phố Dong Hà, Quang  Trị",107.108717,16.810449,965331313,,http://quangtrihospital.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,45010,QUẢNG TRỊ,BỆNH VIỆN ĐK TỈNH QUẢNG TRỊ,Tinh/Thanh pho,Hạng II,Benh vien đa khoa,Benh vien đa khoa Tinh Quang  Trị,1,2,2,TP Dong Hà - Quang  Trị,BV,0,1559
,1,46001,1,246/QD-TTg-2014,Đặc biệt,trung ương,Bệnh viện đa khoa Trung ương Huế,Hue Central Hospital,bệnh viện đa khoa trung ương,Central general hospital ,1,1,,,,1,1,1,1,46,Thừa Thiên Huế,Thua Thien Hue,474,Thành phố Huế,Hue City,,Phường Vĩnh Ninh,Vinh Ninh Ward,"16 Le Lợi, TP. Huế",107.585878,16.463088,(0234) 3822325,(0234) 3823324,http://www.bvtwhue.com.vn/,bvtwhue@dng.vnn.vn,,vietgis,ST12,L1,E1,1,30.12.2015,46001,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN  Da KHOA TRUNG ƯƠNG HUẾ,Bộ Y tế,Hạng đặc biệt,Benh vien đa khoa,Benh vien Trung  uong Huế,0,1,0,"16 Le Lợi, Thanh pho Huế",BV,0,1543
,1,48001,1,,1,tỉnh,Bệnh viện Đà Nẵng (BV đa khoa thành phố),Da Nang Hospital (Municipal General),bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,48,Đà Nẵng,Da Nang,492,Quận Hải Châu,Hai Chau District,,Phường Thạch Thang,Thach Thang WArd,"124 Hải Phong, Hải Phong, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",108.215466,16.072942,(0236) 3821118,,http://dananghospital.org.vn/,benhviendanang@danang.gov.vn,,vietgis,ST22,L2,E1,2,30.12.2015,48001,ĐÀ NẴNG,BỆNH VIỆN ĐÀ NẴNG,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien Đà Nẵng,3,2,1,124 HảI Phong - Quận Hải Châu - TP Đà Nẵng,BV,0,1527
,1,48002,1,246/QD-TTg-2014,1,trung ương,Bệnh viện C Đà Nẵng,Da Nang C Hospital,bệnh viện đa khoa trung ương,Central general hospital ,1,1,,,,1,1,1,1,48,Đà Nẵng,Da Nang,492,Quận Hải Châu,Hai Chau District,,Phường Thạch Thang,Thach Thang Ward,"122 Hải Phòng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",108.216767,16.073090,(0236) 3821480,(0236) 3820980,http://bvcdn.org.vn/,benhviencdn@gmail.com,,vietgis,ST13,L1,E1,1,30.12.2015,48002,CỤC QL KHÁM CHỮA BỆNH,BỆNH VIỆN C ĐÀ NẴNG,Bộ Y tế,Hạng I,Benh vien đa khoa,Benh vien C Đà Nẵng,3,1,1,122 HảI Phong - Quận Hải Châu - TP Đà Nẵng,BV,0,1528
,,52001,1,,1,tỉnh,Bệnh viện đa khoa tỉnh Bình Định (CS1),Binh Dinh provincial General Hospital (CS1),bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,52,Bình Định,Binh Dinh,540,Thành phố Quy Nhơn,Quy Nhon City,,Phường Lê Hồng Phong,Le Hong Phong Ward,"106 Nguyen Huệ, Phường Trần Phú, thành phố Quy Nhơn, Binh Định",109.226257,13.766954,(0256) 3822330,(0256) 3825455,http://binhdinhhospital.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,52001,BÌNH ĐỊNH,BỆNH VIỆN ĐK TỈNH BÌNH ĐỊNH,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,Benh vien đa khoa Tinh Binh Định,1,2,1,TP Quy Nhơn - Tinh Binh Định,BV,0,1454
,1,58001,1,57/2018/QĐ-UBND q,2,tỉnh,Bệnh viện đa khoa Ninh Thuận,Ninh Thuan provincial General Hospital,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,58,Ninh Thuận,Ninh Thuan,582,Thành phố Phan Rang-Tháp Chàm,Phan Rang-Thap Cham City,,Phường Mỹ Hương,My Huong Ward,"5 Le Hong Phong, Le Hong Phong, Phường Mỹ Hương, thành phố Phan Rang-Tháp Chàm, Ninh Thuận",108.989637,11.565428,(0259) 3822661,,http://benhvienninhthuan.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,58001,NINH THUẬN,BỆNH VIỆN ĐK TỈNH NINH THUẬN,Tinh/Thanh pho,Hạng II,Benh vien đa khoa,Benh vien đa khoa Ninh Thuận,1,2,2,"Thanh pho.Phan Rang, Tháp Chàm, Tinh Ninh Thuận",BV,0,1375
,1,64017,1,,chưa,tỉnh,Bệnh viện Đại học y Dược Hoàng Anh Gia Lai,Hoang Anh Gia Lai University Medical Center,bệnh viện đại học tư nhân,Private university hospital,1,1,,,ĐHYD TP HCM và Tập đoàn Hoàng Anh Gia Lai,,3,2,1,64,Gia Lai,Gia Lai,622,Thành phố Pleiku,Pleiku City,,Phường Trà Bá,Tra Ba Ward,238 – Lê Duẩn – TP. Pleiku – Gia Lai ,108.029564,13.971157,(0269) 2222 517,(0269) 3760087,http://bvhagl.com.vn/,,,vietgis,ST22,L2,E1,2,30.12.2015,64017,GIA LAI,BỆNH VIỆN ĐẠI HỌC Y DƯỢC-HAGL,Ngoài cong lập,Hạng II,Benh vien đa khoa,Benh vien đại học Y Duoc Hoang Anh Gia Lai,1,2,2,Phường Trà Bá - TP Pleiku - Tinh Gia Lai,BV,0,1463
,1,75002,1,,1,tỉnh,Bệnh viện đa khoa Thống Nhất-Đồng Nai,Dong Nai Thong Nhat General Hospital ,bệnh viện đa khoa tỉnh,provincial general hospital,1,1,,,,2,1,1,1,75,Đồng Nai,Dong Nai,731,Thành phố Biên Hòa,Bien Hoa City,,Phường Tân Biên,Tan Bien Ward,"234 Quoc Lộ 1A, Quoc Lộ 1A, Phường Tân Biên, thành phố Biên Hoa, Đồng Nai",106.900295,10.967859,967751717,(0251) 3867121,,,,vietgis,ST22,L2,E1,2,30.12.2015,75002,ĐỒNG NAI,BỆNH VIỆN ĐK THỐNG NHẤT,Tinh/Thanh pho,Hạng I,Benh vien đa khoa,benh viên đa khoa Thống Nhất,1,2,1,Phường Tân Biên - Biên Hoa - Đồng Nai,BV,0,1343
