facility_id,layer,name,latitude,longitude,address,city,postcode,source,source_detail,collaboration,osm_type,osm_id,amenity,healthcare,healthcare_speciality,operator,phone,website,rd_x,rd_y
osm:way:641321116,general_practitioner,Gezondheidscentrum Castrovalva,52.3713817,5.2668051,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,641321116,doctors,doctor,,,,,,
osm:node:2798127755,general_practitioner,Gezondheidscentrum Ceres,51.7325511,5.5101671,"Cereslaan 2, 5384VT, Heesch",Heesch,5384VT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2798127755,doctors,doctor,,,,https://www.gezondheidscentrumceres.nl/,,
osm:node:2765742846,general_practitioner,Gezondheidscentrum Charley Toorop,51.9698107,4.5818176,"Charley Tooropsingel 48, 3059WG, Rotterdam",Rotterdam,3059WG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2765742846,doctors,doctor,,,,,,
osm:node:10554141172,general_practitioner,Gezondheidscentrum Conservatoriumlaan,51.5591588,5.050398,"Conservatoriumlaan 60, 5037DT, Tilburg",Tilburg,5037DT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,10554141172,doctors,yes,general,,,,,
osm:node:2717696283,general_practitioner,Gezondheidscentrum Corlaer,52.2102593,5.4665346,"Henri Nouwenstraat 18, 3863HV, Nijkerk",Nijkerk,3863HV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2717696283,doctors,centre,general,,,,,
osm:node:6145333847,general_practitioner,Gezondheidscentrum De Akkers,51.8328138,4.3214843,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,6145333847,doctors,centre,,,,,,
osm:way:636002884,general_practitioner,Gezondheidscentrum De Archipel,52.3573702,5.1813103,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,636002884,doctors,doctor,,,,,,
osm:node:5268696591,general_practitioner,Gezondheidscentrum De Beek,52.0735686,4.2818607,"Beeklaan 159, 2562AD, 's-Gravenhage",'s-Gravenhage,2562AD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5268696591,doctors,,,,,,,
osm:node:3004379942,general_practitioner,Gezondheidscentrum De Bilt,52.1114372,5.1865937,"Henrica van Erpweg 2, 3732BG, De Bilt",De Bilt,3732BG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3004379942,doctors,doctor,,,,https://www.ghcdebilt.nl,,
osm:way:640002596,general_practitioner,Gezondheidscentrum De Binder,52.3856936,5.2775374,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,640002596,doctors,doctor,,,,,,
osm:way:641321107,general_practitioner,Gezondheidscentrum De Boog,52.3822086,5.1978392,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,641321107,doctors,doctor,,,,,,
osm:node:2842274001,general_practitioner,Gezondheidscentrum De Bouwmeester,52.3961624,5.2648255,"M.J. Granpré Molièrestraat 2, 1333KC, Almere",Almere,1333KC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2842274001,doctors,,,,,https://www.zorggroep-almere.nl/gezondheidscentrum-de-bouwmeester/,,
osm:node:2773258114,general_practitioner,Gezondheidscentrum De Bouwmeester,52.1578742,6.7409036,"Bouwmeester 8, 7481LP, Haaksbergen",Haaksbergen,7481LP,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2773258114,doctors,doctor,,,,http://www.gcdebouwmeester.nl/,,
osm:node:5524957221,general_practitioner,Gezondheidscentrum De Brug,52.1123146,5.079533,"Amsterdamsestraatweg 652, 3555HX, Utrecht",Utrecht,3555HX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5524957221,doctors,doctor,,,,,,
osm:node:707014598,general_practitioner,Gezondheidscentrum De Compagnie,52.4012479,5.2991477,"Balistraat 1, 1335JN, Almere",Almere,1335JN,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,707014598,doctors,doctor,,,,,,
osm:node:13233251440,general_practitioner,Gezondheidscentrum De Goorn,52.6278875,4.9474267,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13233251440,doctors,centre,,,+31 229 542 808,,,
osm:node:4598469109,general_practitioner,Gezondheidscentrum De Heelkom,52.1363863,5.4944234,"Walter van Amersfoortstraat 36, 3791AR, Achterveld",Achterveld,3791AR,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4598469109,doctors,centre,,,,https://www.heelkom.nl,,
osm:node:2795392380,general_practitioner,Gezondheidscentrum De Hoeksteen,51.9874293,4.6719452,"Burgemeester Brandtstraat 56, 2841XD, Moordrecht",Moordrecht,2841XD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2795392380,doctors,centre,,,,https://www.gzcdehoeksteen.nl,,
osm:node:4874357915,general_practitioner,Gezondheidscentrum De Jagerweg,51.7746391,4.6814274,"De Jagerweg 260, 3328AA, Dordrecht",Dordrecht,3328AA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4874357915,doctors,doctor,,,+31 78 618 8888,https://dejagerwegpraktijk.com,,
osm:node:7925395608,general_practitioner,Gezondheidscentrum De Koning,52.0695708,4.3138812,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,7925395608,doctors,doctor,,,,,,
osm:way:254955371,general_practitioner,Gezondheidscentrum De Leyens,52.0730598,4.4947738,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,254955371,doctors,,,,,,,
osm:node:13255935615,general_practitioner,Gezondheidscentrum De Lindehoeve,52.1214432,4.4472291,"Lindepad 1, 2251PK, Voorschoten",Voorschoten,2251PK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13255935615,clinic,doctor,,,,https://gezondheidscentrumdelindehoeve.nl,,
osm:node:3392128921,general_practitioner,Gezondheidscentrum De Lloods,52.2768265,5.2483395,"Meentweg 37h, 1261XS, Blaricum",Blaricum,1261XS,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3392128921,doctors,centre,,,,,,
osm:node:2780262330,general_practitioner,Gezondheidscentrum De Lutte,52.3141859,6.987048,"Plechelmusstraat 1, 7587AL, de Lutte",de Lutte,7587AL,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2780262330,doctors,centre,,,,,,
osm:way:276408516,general_practitioner,Gezondheidscentrum De Marne,53.3623403,6.3740697,"R. Ritzemastraat 16, 9965TD, Leens",Leens,9965TD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,276408516,doctors,doctor,,,,,,
osm:node:5490837221,general_practitioner,Gezondheidscentrum De Neckar,52.1150701,5.1227309,"Werradreef 3, 3562CW, Utrecht",Utrecht,3562CW,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5490837221,doctors,doctor,,,,,,
osm:node:2835824358,general_practitioner,Gezondheidscentrum De Notekraker,52.3704912,5.1794656,"Wim Kanplein 1, 1311LH, Almere",Almere,1311LH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2835824358,doctors,centre,,Zorggroep Almere,+31 36 54 54 440,https://www.zorggroep-almere.nl/gezondheidscentrum-de-notekraker/,,
osm:way:279425179,general_practitioner,Gezondheidscentrum De Opmaat,52.3660854,5.1916794,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,279425179,doctors,doctor,,,,,,
osm:way:1330426327,general_practitioner,Gezondheidscentrum De Parallel,52.1059467,6.0619487,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,1330426327,doctors,doctor,,,,,,
osm:way:640150067,general_practitioner,Gezondheidscentrum De Schakel,52.3686826,5.2059458,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,640150067,doctors,doctor,,,,,,
osm:node:2839649478,general_practitioner,Gezondheidscentrum De Spil,52.3604228,5.2053504,"'s-Hertogenboschplein 1, 1324WB, Almere",Almere,1324WB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2839649478,doctors,doctor,,,,,,
osm:node:2897930764,general_practitioner,Gezondheidscentrum De Statie,51.6946069,5.207821,"De Statie 2, 5251DK, Vlijmen",Vlijmen,5251DK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2897930764,doctors,centre,,,,,,
osm:node:13266855133,general_practitioner,Gezondheidscentrum De Tjasker,52.7392481,6.0779929,"Beulakerweg 119B, 8355AE, Giethoorn",Giethoorn,8355AE,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13266855133,doctors,,,,+31 521 361 326,https://gezondheidscentrumdetjasker.huisarts-plus.nl,,
osm:node:2740456403,general_practitioner,Gezondheidscentrum De Volgerlanden,51.833502,4.644096,"Druivengaarde 17, 3344PK, Hendrik-Ido-Ambacht",Hendrik-Ido-Ambacht,3344PK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2740456403,doctors,centre,,Zovida,+31 78 625 66 06,https://zovida.nl/volgerlanden/,,
osm:node:2825746808,general_practitioner,Gezondheidscentrum De Vuursteen,51.7680147,5.8723948,"Prinsenweg 6, 6584AZ, Molenhoek",Molenhoek,6584AZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2825746808,doctors,doctor,,,+31 24 358 5060,https://www.huisartsenmolenhoek.nl/,,
osm:node:2779213424,general_practitioner,Gezondheidscentrum Delden,52.2581019,6.7193342,"Averinkstraat 30, 7491ZC, Delden",Delden,7491ZC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2779213424,doctors,doctor,,,,,,
osm:node:5422149941,general_practitioner,Gezondheidscentrum Den Hoorn,52.0008891,4.331279,"Koningin Julianaplein 5, 2635HD, Den Hoorn",Den Hoorn,2635HD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5422149941,doctors,doctor,,,,,,
osm:node:13521825809,general_practitioner,Gezondheidscentrum Dillenburg Huisartsen,52.1341862,4.6535257,"Prinses Irenelaan 1, 2404BH, Alphen aan den Rijn",Alphen aan den Rijn,2404BH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13521825809,doctors,doctor,general,,,https://www.gezondheidscentrumdillenburg.nl/huisartsen,,
osm:node:2848589546,general_practitioner,Gezondheidscentrum Dok 11,51.8678163,4.659804,"Parallelweg 11, 2951BS, Alblasserdam",Alblasserdam,2951BS,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2848589546,doctors,doctor,,,,https://www.dok11.nl/apotheek/apotheek.php,,
osm:node:2838527427,general_practitioner,Gezondheidscentrum Dokter aan de Lek,51.8937894,4.6280206,"De Markt 106, 2931EC, Krimpen aan de Lek",Krimpen aan de Lek,2931EC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2838527427,,doctor,general,,+31 180 586 586,https://huisartsenpraktijkkrimpenaandelek.huisarts-plus.nl/,,
osm:way:254995890,general_practitioner,Gezondheidscentrum Dorpsstraat,52.0572076,4.4931821,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,254995890,doctors,doctor,,,,,,
osm:way:283153280,general_practitioner,Gezondheidscentrum Eygelshoven,50.8938546,6.0593575,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,283153280,doctors,doctor,,,,,,
osm:way:59022355,general_practitioner,Gezondheidscentrum Filmwijk,52.3713691,5.2299523,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,59022355,doctors,doctor,,,,,,
osm:node:2799782729,general_practitioner,Gezondheidscentrum Giessenburg,51.853659,4.8877527,"Kastanjeplein 8, 3381LT, Giessenburg",Giessenburg,3381LT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2799782729,doctors,,,,,https://www.gezondheidscentrumgiessenburg.nl/,,
osm:node:2762292876,general_practitioner,Gezondheidscentrum Glanermaten,52.2142529,6.9718513,"Jacob Roggeveenstraat 45, 7534CD, Enschede",Enschede,7534CD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2762292876,doctors,doctor,general;physiotherapy;podiatry;blood_check;vaccination,,,,,
osm:node:4749227060,general_practitioner,Gezondheidscentrum Gouden Hart,51.9906693,4.4559375,"Poldermolenplein 6, 2652KX, Berkel en Rodenrijs",Berkel en Rodenrijs,2652KX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4749227060,doctors,centre,general;gynaecology,,+31 10 511 8633,https://www.artsenzorg.nl/gouden-hart,,
osm:node:12105620939,general_practitioner,Gezondheidscentrum Groningen,53.2150841,6.5732712,"Radesingel 6, 9711EJ, Groningen",Groningen,9711EJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,12105620939,doctors,doctor,gynaecology;physiotherapy;pharmacy;general;psychiatry;infectious_diseases;blood_check;pulmonology;paediatrics;rheumatology,,+31 50 7440360,https://www.gezondheidscentrumgroningen.nl,,
osm:node:2017282720,general_practitioner,Gezondheidscentrum Grootegast,53.2131072,6.2774477,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2017282720,doctors,doctor,general,,+31 594 613 113,https://www.gezondheidscentrumgrootegast.nl,,
osm:node:2793715024,general_practitioner,Gezondheidscentrum Grubbenvorst,51.4200275,6.1454431,"Kloosterstraat 19a, 5971BB, Grubbenvorst",Grubbenvorst,5971BB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2793715024,doctors,doctor,,,,,,
osm:node:5122203017,general_practitioner,Gezondheidscentrum Hardinxveld-Giessendam,51.8249095,4.8344173,"Peulenstraat 152, 3371AR, Hardinxveld-Giessendam",Hardinxveld-Giessendam,3371AR,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5122203017,doctors,doctor,,,,https://www.gezondheidscentrum-hardinxveld-giessendam.nl/,,
osm:node:2781219095,general_practitioner,Gezondheidscentrum Hasseler Es,52.2833401,6.8291175,"Willem van Otterloostraat 32, 7558BV, Hengelo",Hengelo,7558BV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2781219095,doctors,doctor,,,+31 74 277 0200,https://gezondheidscentrumhasseleres.praktijkinfo.nl,,
osm:node:2848322334,general_practitioner,Gezondheidscentrum Hazenkamp,51.8248878,5.84979,"Vossenlaan 88, 6531SP, Nijmegen",Nijmegen,6531SP,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2848322334,doctors,doctor,general,,+31 24 356 09 54,https://ghc-hazenkamp.praktijkinfo.nl/,,
osm:node:9373137055,general_practitioner,Gezondheidscentrum Heeze,51.3820369,5.5799141,"Kapelstraat 74, 5591HG, Heeze",Heeze,5591HG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,9373137055,doctors,doctor,general,,,,,
osm:node:4393295793,general_practitioner,Gezondheidscentrum Helmerhoek,52.1939205,6.8542916,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4393295793,doctors,doctor,,,,,,
osm:node:342469369,general_practitioner,Gezondheidscentrum Helmersstraat,52.3624732,4.8701039,"Anna Spenglerstraat 101, 1054NJ, Amsterdam",Amsterdam,1054NJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,342469369,doctors,doctor,,,,,,
osm:node:410296037,general_practitioner,Gezondheidscentrum Het Kruispunt,52.0310797,4.311912,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,410296037,doctors,centre,,,,,,
osm:way:449079641,general_practitioner,Gezondheidscentrum Het Stroaten,52.2337939,6.4953164,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,449079641,doctors,doctor,,,,,,
osm:node:344450840,general_practitioner,Gezondheidscentrum Het Zand,52.0941457,5.0471719,"Vogelvlinderweg 56, 3544NJ, Utrecht",Utrecht,3544NJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,344450840,doctors,doctor,,,,https://www.hetzandgezond.nl/,,
osm:way:269628731,general_practitioner,Gezondheidscentrum Hoendiep,53.2150886,6.5489931,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,269628731,doctors,doctor,,,,,,
osm:node:4774244047,general_practitioner,Gezondheidscentrum Hoogland,52.1867193,5.3748618,"Kraailandhof 22, 3828JM, Hoogland",Hoogland,3828JM,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4774244047,doctors,,,,,https://www.gezondheidscentrumhoogland.nl/,,
osm:node:3156964992,general_practitioner,Gezondheidscentrum Hoograven,52.0684368,5.1237836,"Oud-Wulvenlaan 6, 3523XZ, Utrecht",Utrecht,3523XZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3156964992,doctors,doctor,,,,,,
osm:node:2685488492,general_practitioner,Gezondheidscentrum HuisDokZuid,52.1932786,5.9736487,"1e Wormenseweg 330, 7333GZ, Apeldoorn",Apeldoorn,7333GZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2685488492,doctors,,,,,https://www.huisdokzuid.nl/,,
osm:way:51090512,general_practitioner,Gezondheidscentrum Huiswaard,52.645859,4.7519944,"Muiderwaard 500, 1824XW, Alkmaar",Alkmaar,1824XW,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,51090512,doctors,doctor,,,+31 72 561 1644,,,
osm:node:2871070622,general_practitioner,Gezondheidscentrum Huizermaat,52.3022156,5.2531897,"Holleblok 44, 1273EG, Huizen",Huizen,1273EG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2871070622,doctors,centre,,,+31 35 5266000,https://gchuizermaat.nl/huisarts/,,
osm:node:3043834037,general_practitioner,Gezondheidscentrum Kastordreef,52.1138701,5.1308445,"Kastordreef 1, 3561EJ, Utrecht",Utrecht,3561EJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3043834037,doctors,doctor,general,,+31 30 261 1126,https://www.gckastordreef.nl,,
osm:node:4096974538,general_practitioner,Gezondheidscentrum Katendrecht,51.8990236,4.483139,"Wodanstraat 11, 3072EV, Rotterdam",Rotterdam,3072EV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4096974538,doctors,doctor,,,+31 10 486 4100,https://www.gezondopzuid.nl/zorgverlener/gezondheidscentrum-katendrecht/,,
osm:node:13695843280,general_practitioner,Gezondheidscentrum Klapwijk,51.9933065,4.4666998,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13695843280,doctors,centre,,,,,,
osm:node:8555367600,general_practitioner,Gezondheidscentrum Klein Goioord,52.3210487,4.9700511,"Bijlmerdreef 1001A, 1103TW, Amsterdam",Amsterdam,1103TW,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,8555367600,doctors,doctor,,,+31 88 299 2030,https://kleingooioord.gazo.nl/,,
osm:node:2904083971,general_practitioner,Gezondheidscentrum Leonardus,51.4878481,5.6689368,"Wethouder Ebbenlaan 131, 5701AH, Helmond",Helmond,5701AH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2904083971,doctors,,,,,http://www.gcleonardus.nl,,
osm:node:6511847029,general_practitioner,Gezondheidscentrum Leuken,51.251266,5.7291031,"Sint Jobplein 10, 6004JZ, Weert",Weert,6004JZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,6511847029,doctors,doctor,,,,,,
osm:node:1598094266,general_practitioner,Gezondheidscentrum Lombok,52.0912208,5.097203,"J.P. Coenhof 200, 3531HX, Utrecht",Utrecht,3531HX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,1598094266,doctors,doctor,,,,https://gclombok.nl/,,
osm:node:6080634145,general_practitioner,Gezondheidscentrum Lupine,52.1446802,4.6787478,"Lupinesingel 85, 2403CM, Alphen aan den Rijn",Alphen aan den Rijn,2403CM,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,6080634145,doctors,doctor,general,,+31 172 438 635,https://www.ssglupine.nl,,
osm:node:2748294031,general_practitioner,Gezondheidscentrum M3,51.8927061,5.0797,"Quirinus de Palmelaan 110, 4142CJ, Leerdam",Leerdam,4142CJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2748294031,doctors,,,,,https://www.gezondheidscentrumm3.nl/,,
osm:node:3517349082,general_practitioner,Gezondheidscentrum Maarn-Maarsbergen,52.0657638,5.3722566,"Raadhuislaan 3, 3951CH, Maarn",Maarn,3951CH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3517349082,doctors,doctor,,,+31 343 441 678,https://www.gezondheidscentrummaarn.nl,,
osm:node:649222838,general_practitioner,Gezondheidscentrum Maarssenbroek,52.1374244,5.0178298,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,649222838,doctors,,,,,,,
osm:node:9547115970,general_practitioner,Gezondheidscentrum Maaspoort,51.7271623,5.2984655,"Groen van Prinstererlaan 142A, 5237CH, 's-Hertogenbosch",'s-Hertogenbosch,5237CH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,9547115970,doctors,,,,,https://www.gezondheidscentrummaaspoort.nl/,,
osm:node:2610269238,general_practitioner,Gezondheidscentrum Mariastraat,51.9188248,4.4681021,"Sint-Mariastraat 65, 3014SG, Rotterdam",Rotterdam,3014SG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2610269238,doctors,doctor,,,,,,
osm:node:2726115230,general_practitioner,Gezondheidscentrum MediMel,52.0756463,5.0939487,"Bernadottelaan 11, 3527GA, Utrecht",Utrecht,3527GA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2726115230,doctors,doctor,,,,,,
osm:node:12189872624,general_practitioner,Gezondheidscentrum Meerstad,53.2206908,6.6575164,"Waterviolier 1, 9613BH, Meerstad",Meerstad,9613BH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,12189872624,doctors,doctor,,,,https://gezondheidscentrummeerstad.nl/,,
osm:node:4016800392,general_practitioner,Gezondheidscentrum Meerzicht,52.0558443,4.4705645,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4016800392,doctors,doctor,,,,,,
