acute_obstetrics_flag,address,amenity,city,collaboration,facility_id,healthcare,healthcare_speciality,hospital_type,latitude,layer,longitude,name,operator,osm_id,osm_type,phone,postcode,rd_x,rd_y,seh_flag,source,source_detail,website
,"Caracasbaaiweg 193, Willemstad",doctors,Willemstad,,osm:node:7199422775,doctor,general,,12.1055932,general_practitioner,-68.89108,DR.Henriquez,,7199422775,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:13458053685,rehabilitation,neurology,,53.0447026,general_practitioner,6.456971,Dagbesteding - Praktijk/Atelier Ilona Molenaar,,13458053685,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,www.ilonamolenaar.nl
,"Kerksingel 6, 2951GE, Alblasserdam",doctors,Alblasserdam,,osm:node:2848448053,doctor,general,,51.8609732,general_practitioner,4.6606919,Damdokters,Centric Health,2848448053,node,+31 78 6990735,2951GE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenpraktijkdamdokters.nl
,,doctors,,,osm:node:4300243989,doctor,,,51.8347489,general_practitioner,5.8277996,Daniëlsplein,,4300243989,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Griene Leane 5Z, 9051LZ, Stiens",doctors,Stiens,,osm:node:11210351318,doctor,,,53.2611349,general_practitioner,5.7740502,De Aak Huisartsen,,11210351318,node,,9051LZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://deaak.nl/
,"Rembrandtlaan 31, 1213BE, Hilversum",doctors,Hilversum,,osm:node:2879100550,centre,,,52.2181505,general_practitioner,5.1769036,De Artsenij,,2879100550,node,,1213BE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.mcdeartsenij.nl
,"De Beemd 5, 2291VZ, Wateringen",doctors,Wateringen,,osm:node:844166234,doctor,,,52.0234309,general_practitioner,4.2784402,De Beemd,,844166234,node,,2291VZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Julie Postelsingel 70, 5831DL, Boxmeer",doctors,Boxmeer,,osm:node:2753032252,doctor,general,,51.6447951,general_practitioner,5.9555904,De Beuk,,2753032252,node,+31 485 521 225,5831DL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsendebeuk.nl/
,"Asterweg 6, 1031HN, Amsterdam",doctors,Amsterdam,,osm:node:2847160396,doctor,clinic,,52.3891781,general_practitioner,4.9051396,De Beweegspecialist Sportartsen (Lokatie Noord),,2847160396,node,+31 20 210 1220,1031HN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://beweegspecialist.nl/
,"Sloterweg 1043T, 1066CC, Amsterdam",doctors,Amsterdam,,osm:node:2808304236,doctor,clinic,,52.3401328,general_practitioner,4.8094334,De Beweegspecialist Sportartsen (Lokatie Sloten),,2808304236,node,+31 20 210 1220,1066CC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://beweegspecialist.nl/
,"Schoutenkampweg 4, 3768AE, Soest",doctors,Soest,,osm:node:769222999,doctor,,,52.1647855,general_practitioner,5.3056212,De Bundeling,,769222999,node,,3768AE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Capellastraat 3, 9742LJ, Groningen",doctors,Groningen,,osm:node:9020142513,doctor,,,53.2290225,general_practitioner,6.539758,De Capella,,9020142513,node,,9742LJ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://de-capella.nl
,"Randweg 47, 2225PJ, Katwijk",doctors,Katwijk,,osm:way:284705185,centre,,,52.1997073,general_practitioner,4.4047218,De Coepel Medisch Centrum,,284705185,way,,2225PJ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://mcdecoepel.nl
,"Veldschans 115, Heerenveen",,Heerenveen,,osm:node:2419796672,,,,52.9597021,general_practitioner,5.9314895,De Compaenen huisartsen,,2419796672,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.groepspraktijkdecompaenen.nl/
,,doctors,,,osm:way:277238297,doctor,,,52.7666974,general_practitioner,5.1046027,De Compagnie,,277238297,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsendecompagnie.nl
,"Vondellaan 43A, 3521GC, Utrecht",doctors,Utrecht,,osm:node:5882264501,doctor,,,52.0784689,general_practitioner,5.1157819,De Dichter,,5882264501,node,+31 30 230 3070,3521GC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Stationsweg 35, 2515BH, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:2725940756,doctor,,,52.0734918,general_practitioner,4.3180675,De Doc Huisartsen,,2725940756,node,+31 70 382 47 77,2515BH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dedoc.nl/
,"Boomsluiterskade 299, 2511VJ, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:12628209421,doctor,,,52.0772847,general_practitioner,4.3251747,De Doc Huisartsen,,12628209421,node,+31 70 382 47 77,2511VJ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dedoc.nl/
,"Vrijheidslaan 45, 2321JR, Leiden",doctors,Leiden,,osm:node:13699436084,doctor,general,,52.1482653,general_practitioner,4.4827063,De Doktershoek,,13699436084,node,+31 71 5766661,2321JR,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://dedoktershoekleiden.uwartsonline.nl
,,doctors,,,osm:node:12828614481,doctor,plastic_surgery;botox,,52.3587335,general_practitioner,4.8585398,De Gezichtskliniek,,12828614481,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Kerkdijk 36A, 3615BE, Westbroek",doctors,Westbroek,,osm:node:3004078731,doctor,,,52.1535939,general_practitioner,5.12082,De Groene Kernen,,3004078731,node,+31 346 281 201,3615BE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.degroenekernen.nl/
,"Zenegroenkade 2, 2015KV, Haarlem",doctors,Haarlem,,osm:node:2713199906,doctor,general,,52.371064,general_practitioner,4.6088608,De Haarlemse Huisdokters,,2713199906,node,+31 23 7504567,2015KV,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dehaarlemsehuisdokters.nl
,"Biezelingsestraat 57, 4421BN, Kapelle",doctors,Kapelle,,osm:node:2880515643,doctor,general,,51.482435,general_practitioner,3.9598829,De Haselbraam,J.L. van der Wel;J.P. de Goffau,2880515643,node,+31 113 341 290,4421BN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://hasselbraam.com/
,,doctors,,,osm:node:8841667094,doctor,,,52.5205672,general_practitioner,5.4871291,De Heelhoek,,8841667094,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Penatenhof 88, 6215BV, Maastricht",doctors,Maastricht,,osm:node:2802236223,doctor,,,50.8395785,general_practitioner,5.6477253,De Hofhoek,,2802236223,node,,6215BV,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Planetenlaan 19, 2024EN, Haarlem",doctors,Haarlem,,osm:node:12174685283,doctor,,,52.4096001,general_practitioner,4.6490553,De Huisarts,,12174685283,node,,2024EN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://dehuisarts.nl/
,,doctors,,,osm:node:5262571703,doctor,,,51.9249799,general_practitioner,4.2515611,De Kade,,5262571703,node,+31 10 591 2108,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenpraktijkdekade.nl
,"Zwarteweg 65, 2121BB, Bennebroek",doctors,Bennebroek,,osm:node:2762489307,doctor,general,,52.3262531,general_practitioner,4.5907919,De Kennemerpoort,,2762489307,node,+31 23 584 63 00,2121BB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.kphuisartsen.nl
,"De Lairessestraat 42, 1071PB, Amsterdam",doctors,Amsterdam,,osm:node:3039437173,doctor,,,52.3548255,general_practitioner,4.8756993,De Lairesse,,3039437173,node,,1071PB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenpraktijkdelairesse.nl
,"Lingesteynplantsoen 2a, 4141GH, Leerdam",doctors,Leerdam,,osm:node:2747922926,doctor,general,,51.8913451,general_practitioner,5.1068811,De Leerdamsche Huisartsenpraktijk Wouters,,2747922926,node,,4141GH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenwouters.nl/
,"Hooigracht 15, 2312KM, Leiden",doctors,Leiden,,osm:node:2907559219,doctor,general,,52.1572052,general_practitioner,4.4955183,De Leidse huisdokters,,2907559219,node,,2312KM,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.deleidsehuisdokters.nl
,"Hoofdweg 1, 3641PN, Mijdrecht",doctors,Mijdrecht,,osm:node:2875312299,doctor,general,,52.2057715,general_practitioner,4.8632275,De Mijdrechtse,,2875312299,node,+31 297 284647,3641PN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenpraktijkdemijdrechtse.nl
,"Velmolenweg 94, 5404LD, Uden",doctors,Uden,,osm:node:3006459563,doctor,,,51.6493662,general_practitioner,5.6244865,De Morgen,,3006459563,node,,5404LD,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:287929652,,,,52.1689775,general_practitioner,6.0689193,De Mölle,,287929652,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Mercuriusweg 37, 2516AW, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:13167777768,doctor,general,,52.0700686,general_practitioner,4.3393832,De Nieuwe Dokter,,13167777768,node,,2516AW,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Dorpsstraat 14, 8167NL, Oene",doctors,Oene,,osm:node:2736935112,doctor,,,52.3429229,general_practitioner,6.0475301,De Oener Huisartsenpraktijk,,2736935112,node,+31 578 641 207,8167NL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://oenerhuisartsen.huisarts-plus.nl
,"Wispelweg 2b, 8105AB, Luttenberg",doctors,Luttenberg,,osm:node:2729415373,centre,,,52.4045824,general_practitioner,6.3694523,De Parel,,2729415373,node,,8105AB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.gezondheidscentrumdeparel.nl/
,"Weijerstaete 19, 5831ZZ, Boxmeer",doctors,Boxmeer,,osm:node:13245462434,doctor,general,,51.6518217,general_practitioner,5.9478852,De Pelikaan,,13245462434,node,+31 485 571 472,5831ZZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.pelikaan.nu/
,"Raamsingel 8, 2012DS, Haarlem",doctors,Haarlem,,osm:node:2711585894,doctor,psychiatry,,52.3765924,general_practitioner,4.6274032,De Praktijk voor Psychologische Hulpverlening,,2711585894,node,,2012DS,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Kantemarsweg 4a, 3871AP, Hoevelaken",doctors,Hoevelaken,,osm:node:4824754168,doctor,,,52.1760339,general_practitioner,5.4537825,De Ronde Tafel,,4824754168,node,,3871AP,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Leeghwaterplein 45, 2521DB, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:2726144272,doctor,orthopaedics,,52.0654399,general_practitioner,4.3217378,De Schouderdokter,,2726144272,node,,2521DB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://deschouderdokter.nl/
,"Lusthoflaan 2, 2316JA, Leiden",doctors,Leiden,,osm:node:13235164856,doctor,general,,52.1634606,general_practitioner,4.5043442,De Singel Huisartsen,,13235164856,node,+31 71 523 58 66,2316JA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://desingelhuisarts.nl
,"Schoolstraat 1, 9163GE, Nes",doctors,Nes,,osm:node:2732909624,doctor,,,53.4472421,general_practitioner,5.7679672,De Skoal,,2732909624,node,,9163GE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Fort Diemerdamplein 1, 1384MC, Weesp",doctors,Weesp,,osm:node:12232867134,clinic,,,52.3186483,general_practitioner,5.0436151,De Spraakwinkel,,12232867134,node,,1384MC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.despraakwinkel.nl/
,"Weijerstaete 19, 5831ZZ, Boxmeer",doctors,Boxmeer,,osm:node:13245446142,doctor,general,,51.6518505,general_practitioner,5.9478326,De Steenbok,,13245446142,node,+31 485 571 807,5831ZZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenpraktijkdesteenbok.nl/
,"Groenstraat 6, 5071EC, Udenhout",,Udenhout,,osm:node:2841834784,doctor,,,51.6123491,general_practitioner,5.1415887,De Vasman,,2841834784,node,,5071EC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.devasman.nl/
,"De Wanne 1, 9521DA, Nieuw-Buinen",doctors,Nieuw-Buinen,,osm:node:2851751440,doctor,,,52.9665206,general_practitioner,6.953552,De Venen,,2851751440,node,+31 599 697 840,9521DA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://devenen.praktijkinfo.nl/
,"Zandweg 147, 3454HA, De Meern",doctors,De Meern,,osm:node:4330760709,doctor,,,52.0835981,general_practitioner,5.0345218,De Weerark,,4330760709,node,+31 30 666 1239,3454HA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://weerark.uwartsonline.nl
,"Pontweg 100, 1791LB, Den Burg",doctors,Den Burg,,osm:node:978773181,doctor,,,53.0558232,general_practitioner,4.7871861,De Zandkoog,,978773181,node,,1791LB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:280227334,,,,52.3580698,general_practitioner,6.5887064,De ZonneHoed,,280227334,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Verzetstraat 12, 2661HX, Bergschenhoek",doctors,Bergschenhoek,,osm:node:2593035199,doctor,general,,51.9865693,general_practitioner,4.5048037,De Zorghoek,,2593035199,node,+31 10 521 2280,2661HX,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://dezorghoek.praktijkinfo.nl
,"Leliestraat 85, 8012BM, Zwolle",doctors,Zwolle,,osm:node:2497590474,doctor,,,52.5036143,general_practitioner,6.1090803,De Zwolse Tulp,,2497590474,node,,8012BM,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://hapdezwolsetulp.praktijkinfo.nl/
,"van der Biltplein 1, 4451AE, Heinkenszand",,Heinkenszand,,osm:node:2789051324,,,,51.4725785,general_practitioner,3.8171678,De huisartsenconnectie,,2789051324,node,+31 113 344 057,4451AE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dehuisartsenconnectie.nl/
,"Geulstraat 11, 1784DH, Den Helder",doctors,Den Helder,,osm:node:2864692655,doctor,general,,52.9393566,general_practitioner,4.7455624,Den Helder Samen Gezond,,2864692655,node,,1784DH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenzuid.hknhuisarts.nl/
,"Jan Luykenlaan 15, 2533JK, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:11375999300,dentist,,,52.0526114,general_practitioner,4.2970868,Dentanova,,11375999300,node,+31 70 222 30 30,2533JK,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dentanova.nl/
,"Markt 20, 4841AC, Prinsenbeek",doctors,Prinsenbeek,,osm:node:2732464986,doctor,general,,51.6008494,general_practitioner,4.718887,Dependance Huisartsenpraktijk Prinsenbeek,,2732464986,node,,4841AC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenprinsenbeek.nl/contact
,,doctors,,,osm:node:2750555321,doctor,,,51.9996411,general_practitioner,4.1595682,Depuis,,2750555321,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Floresstraat 11, 2022BB, Haarlem",doctors,Haarlem,,osm:node:2715763810,doctor,dermatology,,52.3993176,general_practitioner,4.645188,DermaParadise,,2715763810,node,,2022BB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://dermaparadise.nl/
,"SBN Doormanweg 10, Willemstad",doctors,Willemstad,,osm:node:7616371828,doctor,dermatology,,12.1244105,general_practitioner,-68.8952641,Dermataloog Landaeta,,7616371828,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:2546281930,doctor,,,52.4792385,general_practitioner,4.6548055,Dialysecentrum Beverwijk,,2546281930,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Wilhelminaweg 80a-a, 6951BR, Dieren",doctors,Dieren,,osm:node:2854809328,doctor,,,52.0509533,general_practitioner,6.0993767,Dierense huisartsengroep Hagenau,,2854809328,node,,6951BR,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Prins Mauritsstraat 1a, 2805AT, Gouda",doctors,Gouda,,osm:node:4448911368,doctor,,,52.0187093,general_practitioner,4.7183823,Diez Canseco Huisartsenpraktijk Gouda Noord,,4448911368,node,,2805AT,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Rembrandtlaan 10, 8021DH, Zwolle",doctors,Zwolle,,osm:node:2500422517,doctor,general,,52.5195669,general_practitioner,6.0927559,DiezeDokters,,2500422517,node,,8021DH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://diezedokters.nl/
,"Nico Bolkesteinlaan 65, 7416SE, Deventer",doctors,Deventer,,osm:node:5892595436,,psychiatry,,52.261801,general_practitioner,6.1898258,Dimence- Rielerenk Psychiatrisch Centrum,,5892595436,node,+31 570 639 240,7416SE,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dimence.nl/locaties/rielerenk
,,clinic,,,osm:node:5829043856,clinic,,,51.3497558,general_practitioner,5.4547526,Dingemans Huisartsen Praktijk,,5829043856,node,+31 40 201 2649,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenpraktijkdingemans.nl
,"Westgroeneweg 47, 4671CL, Dinteloord",doctors,Dinteloord,,osm:node:2814199277,doctor,general,,51.6357945,general_practitioner,4.3676611,Dintelzorg,,2814199277,node,+31 167 745028,4671CL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartsenpraktijkdintelzorg.nl
,,doctors,,,osm:node:11128360027,doctor,,,51.9529689,general_practitioner,5.8475191,DocLine Arnhem,,11128360027,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.docline.nl/arnhem
,Cas Coraweg 30,doctors,,,osm:node:7199473093,doctor,general,,12.1286252,general_practitioner,-68.899257,"Docter. Durand, A.A.M.J.",,7199473093,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Vrijheid 2B, 8014XW, Zwolle",doctors,Zwolle,,osm:node:6617281918,doctor,,,52.4822289,general_practitioner,6.1093034,Dok Zuid,,6617281918,node,,8014XW,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.dokzuid.nl/
,"Bernhardstraat 1, 4542AX, Hoek",doctors,Hoek,,osm:node:2751134410,doctor,general,,51.308495,general_practitioner,3.7793985,Doksterspost Hoek,Kreulen;De Smet,2751134410,node,+31 115 441 356,4542AX,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.doktersposthoek.nl/
,"Hofland 50, 3641GG, Mijdrecht",doctors,Mijdrecht,,osm:node:2876557826,doctor,general,,52.2110057,general_practitioner,4.8680235,Dokter Beeker en Dokter Rietveld,,2876557826,node,+31 297 283063,3641GG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.drbeeker.nl
,"Bergsestraat 47, 4724CA, Wouw",doctors,Wouw,,osm:node:2825119886,doctor,,,51.5198805,general_practitioner,4.387342,Dokter Vrijdag,,2825119886,node,,4724CA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Roosendaalsestraat 64, 4724AD, Wouw",doctors,Wouw,,osm:node:2825127010,,,,51.5250208,general_practitioner,4.3927613,Dokter van de Kar,,2825127010,node,,4724AD,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Stadionweg 37-H, 1077RW, Amsterdam",doctors,Amsterdam,,osm:node:2816903249,doctor,,,52.3467361,general_practitioner,4.877341,DokterZuid,,2816903249,node,,1077RW,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://kolthofmorelis.praktijkinfo.nl
,"Buizerdstraat 4a, 3334SB, Zwijndrecht",doctors,Zwijndrecht,,osm:node:9985397099,doctor,,,51.8137446,general_practitioner,4.6162412,Dokters van Nederhoven,,9985397099,node,+31 78 610 3001,3334SB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://doktersvannederhoven.praktijkinfo.nl/
,"Mantingerbrink 150, 7812MH, Emmen",doctors,Emmen,,osm:node:4340954293,doctor,,,52.7662894,general_practitioner,6.886956,Doktershoes Bargeres,,4340954293,node,,7812MH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:265119433,doctor,,,52.5838749,general_practitioner,6.2871833,Dokterspost,,265119433,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:423894285,,,,52.5624961,general_practitioner,4.6317759,Dokterspost,,423894285,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Koningin Julianastraat 41a, 4567CA, Clinge",doctors,Clinge,,osm:node:4549655439,doctor,general,,51.2669715,general_practitioner,4.0851489,Dokterspraktijk Clinge,Vedral;Van der Veeken;Roozen,4549655439,node,+31 114 312 361,4567CA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenclinge.praktijkinfo.nl
,,doctors,,,osm:node:4543725139,doctor,,,53.0993555,general_practitioner,6.1122397,Dokterswacht,,4543725139,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
